MMSI|Ship Name|IMO|Call Sign|Type Code|Latitude|Longitude|Area
525000313|SAGULUNG FREIGHT|220150313|YBCR|79|-2.466677|100.891198|Malacca Strait
525000314|BATAM NAVIGATOR|220150314|YBDP|80|-6.20125|111.946195|Java Sea
525000315|PANGKALAN SEJAHTERA|220150315|YBEN|30|-3.52938|128.377767|Banda Sea
525000316|MORO TANKER|220150316|YBRC|52|-6.40111|133.416317|Arafura Sea
525000317|LOBAM 383|220150317|YBIR|31|-2.75078|118.382236|Makassar Strait
525000318|TANGERANG EXPLORER|220150318|YBNI|32|-5.82997|105.090399|Sunda Strait
525000319|BATU 077|220150319|YBRL|36|-8.19291|114.73193|Lombok Strait
525000320|BENGKALIS FREIGHT|220150320|YBMW|37|-8.544994|123.079031|Timor Sea
525000321|PELNI 810|220150321|YBHL|60|0.890684|99.948441|Malacca Strait
525000322|SELAT 177|220150322|YBRF|70|-2.550998|108.26795|Java Sea
525000323|KABIL VOYAGER|220150323|YBVY|79|-2.903597|125.846202|Banda Sea
525000324|BANDUNG LINE|220150324|YBQS|80|-6.403809|137.827084|Arafura Sea
525000325|MERATUS SHIP|220150325|YBRX|30|-1.71585|118.731868|Makassar Strait
525000326|BELAWAN SEJAHTERA|220150326|YBTB|52|-6.444518|105.11382|Sunda Strait
525000327|BAGAN LINER|220150327|YBWE|31|-8.654386|115.791198|Lombok Strait
525000328|PELABUHAN SHIP|220150328|YBPI|32|-9.936703|123.079658|Timor Sea
525000329|CIJULANG SPIRIT|220150329|YBUC|36|-1.968002|100.004886|Malacca Strait
525000330|PURWAKARTA CARGO|220150330|YBKW|37|-4.796621|111.669394|Java Sea
525000331|CIMAHI 166|220150331|YBAY|60|-4.857407|127.332514|Banda Sea
525000332|TANJUNG 328|220150332|YBVB|70|-8.62414|138.804761|Arafura Sea
525000333|BENGKULU 615|220150333|YBIZ|79|-3.589063|120.98798|Makassar Strait
525000334|KABIL VICTORY|220150334|YBUQ|80|-5.722943|104.70508|Sunda Strait
525000335|TANJUNG FERRY|220150335|YBMH|30|-7.799792|114.536517|Lombok Strait
525000336|SENGGARANG 509|220150336|YBUU|52|-10.218731|125.819355|Timor Sea
525000337|CIJULANG 134|220150337|YBGA|31|-0.937997|98.766218|Malacca Strait
525000338|JOHOR 136|220150338|YBJP|32|-2.762253|113.690412|Java Sea
525000339|MANONJAYA 465|220150339|YBVR|36|-4.43329|127.001652|Banda Sea
525000340|SPIL 679|220150340|YBNY|37|-6.126388|132.688414|Arafura Sea
525000341|PERTAMINA 891|220150341|YBZH|60|-1.482524|118.779781|Makassar Strait
525000342|MEDAN FREIGHT|220150342|YBOM|70|-6.494941|106.395915|Sunda Strait
525000343|CIMAHI 476|220150343|YBUJ|79|-8.750738|115.600144|Lombok Strait
525000344|PANDEGLANG HARMONY|220150344|YBJR|80|-10.062555|124.437244|Timor Sea
525000345|SAMBAU EXPLORER|220150345|YBAD|30|0.144674|99.744884|Malacca Strait
525000346|SPIL PRIDE|220150346|YBHL|52|-5.834051|112.559751|Java Sea
525000347|BOGOR 537|220150347|YBNA|31|-5.762521|131.969829|Banda Sea
525000348|TANJUNG MARITIME|220150348|YBYP|32|-9.422248|135.359|Arafura Sea
525000349|RUPAT 400|220150349|YBTT|36|-1.607673|117.320079|Makassar Strait
525000350|PEKANBARU STAR|220150350|YBTC|37|-6.102202|105.039312|Sunda Strait
525000351|BENGKALIS NAVIGATOR|220150351|YBEY|60|-7.822815|114.676852|Lombok Strait
525000352|JAMPANG 159|220150352|YBTJ|70|-9.284467|123.572965|Timor Sea
525000353|PARIAMAN FORTUNE|220150353|YBKU|79|0.161625|98.946375|Malacca Strait
525000354|BATAM LINER|220150354|YBOB|80|-5.904016|111.217952|Java Sea
525000355|KUNINGAN 389|220150355|YBYS|30|-5.015113|127.351674|Banda Sea
525000356|SAMUDERA EXPRESS|220150356|YBEQ|52|-9.430592|137.474744|Arafura Sea
525000357|SAGULUNG VICTORY|220150357|YBEX|31|-3.000185|117.155746|Makassar Strait
525000358|PELABUHAN 906|220150358|YBWJ|32|-6.612508|104.50954|Sunda Strait
525000359|KABIL JAYA|220150359|YBHC|36|-8.042701|116.070104|Lombok Strait
525000360|LOBAM ATLANTIC|220150360|YBLV|37|-10.336427|123.004198|Timor Sea
525000361|BELAWAN PRIDE|220150361|YBNH|60|-0.993594|101.171877|Malacca Strait
525000362|BENGKULU 892|220150362|YBGD|70|-4.886091|112.023849|Java Sea
525000363|KAMPAR SEJAHTERA|220150363|YBDG|79|-5.570141|127.711961|Banda Sea
525000364|NONGSA 776|220150364|YBEB|80|-6.705406|138.844486|Arafura Sea
525000365|CIBALONG SHIP|220150365|YBFS|30|-1.338508|119.986544|Makassar Strait
525000366|CIPATUJAH TRADER|220150366|YBXV|52|-5.786101|105.160126|Sunda Strait
525000367|JAKARTA 789|220150367|YBFF|31|-8.98238|115.069269|Lombok Strait
525000368|KALIPUCANG HARMONY|220150368|YBUF|32|-8.821891|124.182813|Timor Sea
525000369|PAMEUNGPEUK PROSPERITY|220150369|YBXQ|36|-2.486585|97.503771|Malacca Strait
525000370|RANTAU 883|220150370|YBKW|37|-3.944026|113.332101|Java Sea
525000371|PULAU FORTUNE|220150371|YBKL|60|-3.990544|128.535886|Banda Sea
525000372|PANGANDARAN PRIDE|220150372|YBCP|70|-7.089195|135.591089|Arafura Sea
525000373|MEDAN PROSPERITY|220150373|YBWC|79|-1.60676|117.394606|Makassar Strait
525000374|MENTAWAI MARITIME|220150374|YBPE|80|-6.146656|106.320513|Sunda Strait
525000375|KEPRI 355|220150375|YBDG|30|-8.277491|115.485812|Lombok Strait
525000376|KARAWANG 629|220150376|YBKR|52|-9.190203|124.156068|Timor Sea
525000377|PUNGGUR WAVE|220150377|YBNG|31|0.003592|97.296415|Malacca Strait
525000378|JOHOR NAVIGATOR|220150378|YBAR|32|-3.518641|108.727303|Java Sea
525000379|BALOI 246|220150379|YBYB|36|-3.192531|129.028021|Banda Sea
525000380|CISOLOK FREIGHT|220150380|YBQO|37|-9.082849|133.282013|Arafura Sea
525000381|KALIPUCANG 362|220150381|YBWX|60|-3.131805|118.424092|Makassar Strait
525000382|CIBALONG PIONEER|220150382|YBUD|70|-6.427915|105.904206|Sunda Strait
525000383|BENGKULU LINE|220150383|YBHM|79|-8.824722|115.185569|Lombok Strait
525000384|PANDEGLANG MERCHANT|220150384|YBSF|80|-9.439548|124.346886|Timor Sea
525000385|LABUHAN 552|220150385|YBKJ|30|-0.243617|100.387883|Malacca Strait
525000386|KARAWANG PACIFIC|220150386|YBAI|52|-4.886556|106.158212|Java Sea
525000387|CIBALONG EXPLORER|220150387|YBYD|31|-3.42985|126.66568|Banda Sea
525000388|RUPAT 832|220150388|YBGK|32|-6.117205|138.11727|Arafura Sea
525000389|PAMEUNGPEUK SPIRIT|220150389|YBPP|36|-1.134627|118.916368|Makassar Strait
525000390|SIAK 943|220150390|YBSL|37|-6.267548|105.594812|Sunda Strait
525000391|SAMBAU 435|220150391|YBDE|60|-8.418097|114.119996|Lombok Strait
525000392|SAMUDERA TRADER|220150392|YBUD|70|-8.950583|123.161228|Timor Sea
525000393|KEPULAUAN VICTORY|220150393|YBPU|79|-3.163459|100.574716|Malacca Strait
525000394|ROKAN PIONEER|220150394|YBBF|80|-6.309567|111.252583|Java Sea
525000395|SINGKEP MARITIME|220150395|YBXB|30|-5.316595|129.528618|Banda Sea
525000396|SINGAPORE VOYAGER|220150396|YBZZ|52|-6.888051|136.181326|Arafura Sea
525000397|ROKAN SEJAHTERA|220150397|YBCK|31|-1.214741|118.845322|Makassar Strait
525000398|LINGGA SEJAHTERA|220150398|YBMO|32|-6.732408|106.099106|Sunda Strait
525000399|PALABUHAN PRIDE|220150399|YBIF|36|-7.56317|115.290657|Lombok Strait
525000400|TELUK 881|220150400|YBRQ|37|-8.01302|123.211089|Timor Sea
525000401|CIMAHI SPIRIT|220150401|YBCM|60|-2.640432|101.124645|Malacca Strait
525000402|CISOLOK TANKER|220150402|YBLK|70|-4.556984|112.996923|Java Sea
525000403|PAMEUNGPEUK 832|220150403|YBNQ|79|-2.544094|127.631959|Banda Sea
525000404|SIAK EXPRESS|220150404|YBHL|80|-8.609604|136.334335|Arafura Sea
525000405|BINTAN STAR|220150405|YBGU|30|-1.530474|120.64324|Makassar Strait
525000406|KALIPUCANG 570|220150406|YBMH|52|-6.576458|104.697184|Sunda Strait
525000407|CISOLOK STAR|220150407|YBOK|31|-8.911334|114.852722|Lombok Strait
525000408|KISARAN TRADER|220150408|YBHW|32|-9.832692|126.416244|Timor Sea
525000409|BANDUNG PROSPERITY|220150409|YBDG|36|0.081526|99.044984|Malacca Strait
525000410|CIAMIS CARRIER|220150410|YBIE|37|-3.755629|111.700832|Java Sea
525000411|BOGOR 725|220150411|YBWU|60|-4.94673|126.978835|Banda Sea
525000412|KUNDUR 442|220150412|YBTH|70|-8.425457|136.1217|Arafura Sea
525000413|BATAM PIONEER|220150413|YBFS|79|-2.855238|118.912364|Makassar Strait
525000414|ASAHAN 547|220150414|YBQH|80|-6.042012|106.256623|Sunda Strait
525000415|PALABUHAN 498|220150415|YBHI|30|-7.633319|115.024743|Lombok Strait
525000416|BANJAR 059|220150416|YBST|52|-9.479525|123.626141|Timor Sea
525000417|RIAU FERRY|220150417|YBZR|31|-0.249371|101.549657|Malacca Strait
525000418|SUNGAI EXPRESS|220150418|YBJG|32|-6.300734|110.415918|Java Sea
525000419|LUBUK 874|220150419|YBMH|36|-5.01337|130.554365|Banda Sea
525000420|SELAT EXPRESS|220150420|YBCM|37|-8.540523|139.478318|Arafura Sea
525000421|KALIPUCANG EXPRESS|220150421|YBPB|60|-3.948044|119.729586|Makassar Strait
525000422|UJUNG PRIDE|220150422|YBIM|70|-6.021189|104.693326|Sunda Strait
525000423|SPIL VESSEL|220150423|YBEG|79|-8.350789|116.024155|Lombok Strait
525000424|PURWAKARTA OCEAN|220150424|YBKJ|80|-9.272488|125.928877|Timor Sea
525000425|SINGKEP MAKMUR|220150425|YBMT|30|-0.530357|100.347607|Malacca Strait
525000426|PANDEGLANG SEJAHTERA|220150426|YBLP|52|-2.366804|110.271383|Java Sea
525000427|BANDUNG STAR|220150427|YBWX|31|-3.563883|130.685314|Banda Sea
525000428|PANGKALAN 189|220150428|YBCL|32|-9.183206|135.092422|Arafura Sea
525000429|SERANG VESSEL|220150429|YBGZ|36|-1.659081|120.797664|Makassar Strait
525000430|MERATUS ENTERPRISE|220150430|YBXC|37|-6.721894|105.382832|Sunda Strait
525000431|PAINAN PACIFIC|220150431|YBPE|60|-8.751065|115.414163|Lombok Strait
525000432|JAMPANG SPIRIT|220150432|YBOF|70|-10.389123|123.548211|Timor Sea
525000433|SEKUPANG EXPLORER|220150433|YBRO|79|1.346547|100.821834|Malacca Strait
525000434|TANTO STAR|220150434|YBDV|80|-4.692128|107.923674|Java Sea
525000435|CIAMIS MARITIME|220150435|YBPJ|30|-3.148336|128.651614|Banda Sea
525000436|CIKIDANG TRADER|220150436|YBRM|52|-8.197533|136.138102|Arafura Sea
525000437|JAMPANG FERRY|220150437|YBTM|31|-3.041598|118.751832|Makassar Strait
525000438|SAGULUNG SHIP|220150438|YBOG|32|-6.074423|105.006441|Sunda Strait
525000439|KARAWANG NAVIGATOR|220150439|YBPQ|36|-8.77189|116.07978|Lombok Strait
525000440|PUNGGUR 578|220150440|YBWW|37|-9.255365|124.575364|Timor Sea
525000441|BANDUNG MARINE|220150441|YBGC|60|-1.360973|98.135528|Malacca Strait
525000442|SINAR PIONEER|220150442|YBNG|70|-4.861763|112.819557|Java Sea
525000443|SAMUDERA WAVE|220150443|YBHX|79|-4.085832|125.973875|Banda Sea
525000444|UJUNG MARINE|220150444|YBLQ|80|-8.759297|136.501914|Arafura Sea
525000445|PEKANBARU SPIRIT|220150445|YBTT|30|-3.059263|117.740656|Makassar Strait
525000446|INDRAGIRI 474|220150446|YBMU|52|-6.177157|104.546252|Sunda Strait
525000447|NATUNA 283|220150447|YBLP|31|-8.918893|115.881698|Lombok Strait
525000448|MERATUS VOYAGER|220150448|YBNG|32|-9.377761|126.49202|Timor Sea
525000449|PURWAKARTA TANKER|220150449|YBEN|36|-0.933197|101.184064|Malacca Strait
525000450|MERATUS MARITIME|220150450|YBSJ|37|-3.563271|106.814969|Java Sea
525000451|KEPRI 172|220150451|YBKI|60|-3.234466|126.33294|Banda Sea
525000452|SELAT 112|220150452|YBQE|70|-8.727201|134.795023|Arafura Sea
525000453|TANJUNG VICTORY|220150453|YBCA|79|-3.570886|119.78104|Makassar Strait
525000454|BANTEN MAKMUR|220150454|YBHH|80|-6.411278|105.447312|Sunda Strait
525000455|UJUNG 274|220150455|YBUK|30|-8.984346|116.46657|Lombok Strait
525000456|PELABUHAN 022|220150456|YBBK|52|-9.55922|123.157692|Timor Sea
525000457|CISOLOK MARINE|220150457|YBEE|31|-1.6237|98.821627|Malacca Strait
525000458|PURWAKARTA ENTERPRISE|220150458|YBAS|32|-3.32269|111.812548|Java Sea
525000459|MAJALENGKA HARMONY|220150459|YBZD|36|-5.813564|131.385962|Banda Sea
525000460|CIAMIS PACIFIC|220150460|YBHQ|37|-9.262893|139.282456|Arafura Sea
525000461|SUNGAI JAYA|220150461|YBEE|60|-2.276691|119.653831|Makassar Strait
525000462|BAGAN HARMONY|220150462|YBSI|70|-6.012092|105.336376|Sunda Strait
525000463|SINGAPORE 297|220150463|YBRV|79|-8.554577|115.863112|Lombok Strait
525000464|SUMEDANG 930|220150464|YBXC|80|-9.437445|127.999702|Timor Sea
525000465|NATUNA WAVE|220150465|YBBE|30|-0.43062|98.195004|Malacca Strait
525000466|RIAU STAR|220150466|YBFG|52|-5.349281|106.772164|Java Sea
525000467|MANONJAYA CARGO|220150467|YBFK|31|-3.58769|131.259594|Banda Sea
525000468|SINGAPORE EXPRESS|220150468|YBOP|32|-6.884334|134.320702|Arafura Sea
525000469|BANDUNG PRIDE|220150469|YBDU|36|-3.052621|120.250004|Makassar Strait
525000470|JOHOR MARITIME|220150470|YBMZ|37|-6.422955|106.137574|Sunda Strait
525000471|RIAU 431|220150471|YBTK|60|-8.243345|114.292926|Lombok Strait
525000472|SUBANG NAVIGATOR|220150472|YBBK|70|-9.623882|124.866433|Timor Sea
525000473|HARBOUR 543|220150473|YBHI|79|-1.178935|99.507302|Malacca Strait
525000474|HARBOUR CARRIER|220150474|YBAF|80|-5.039879|112.647648|Java Sea
525000475|DEPOK TRADER|220150475|YBWX|30|-3.100283|128.802345|Banda Sea
525000476|SEKUPANG 669|220150476|YBHL|52|-8.018669|133.029324|Arafura Sea
525000477|TASIKMALAYA 044|220150477|YBKF|31|-2.214583|118.359098|Makassar Strait
525000478|BATAM VESSEL|220150478|YBRE|32|-6.729987|105.235607|Sunda Strait
525000479|ANAMBAS LINER|220150479|YBGV|36|-7.522974|115.80053|Lombok Strait
525000480|SPIL 718|220150480|YBHE|37|-8.133146|126.663882|Timor Sea
525000481|DUMAI ENTERPRISE|220150481|YBUC|60|-3.434456|98.044436|Malacca Strait
525000482|CIKELET SEJAHTERA|220150482|YBLU|70|-2.300821|110.766057|Java Sea
525000483|CIMAHI FERRY|220150483|YBOT|79|-3.909722|126.383736|Banda Sea
525000484|RUPAT ATLANTIC|220150484|YBZW|80|-7.299|138.793548|Arafura Sea
525000485|CIJULANG 126|220150485|YBXE|30|-3.01319|118.193292|Makassar Strait
525000486|PANGANDARAN PROSPERITY|220150486|YBNJ|52|-6.401757|104.847423|Sunda Strait
525000487|SELAT 360|220150487|YBZB|31|-8.119261|116.210163|Lombok Strait
525000488|BENGKULU 688|220150488|YBVL|32|-8.31638|124.975402|Timor Sea
525000489|UJUNG 717|220150489|YBUD|36|0.480247|99.590217|Malacca Strait
525000490|CIMAHI PRIDE|220150490|YBAR|37|-3.045419|110.758821|Java Sea
525000491|CIPATUJAH OCEAN|220150491|YBWH|60|-3.246885|130.386258|Banda Sea
525000492|MENTAWAI JAYA|220150492|YBDM|70|-7.988301|135.229146|Arafura Sea
525000493|LABUHAN FREIGHT|220150493|YBPF|79|-3.263856|117.199868|Makassar Strait
525000494|SENGGARANG 685|220150494|YBFH|80|-6.087092|105.34359|Sunda Strait
525000495|KISARAN EXPRESS|220150495|YBEO|30|-8.902415|115.768631|Lombok Strait
525000496|ASAHAN 361|220150496|YBMU|52|-8.842502|123.077513|Timor Sea
525000497|LUBUK EXPLORER|220150497|YBBH|31|-0.061037|100.10533|Malacca Strait
525000498|ANAMBAS EXPLORER|220150498|YBRJ|32|-6.115151|108.539838|Java Sea
525000499|BALOI CARGO|220150499|YBUL|36|-4.444824|131.64389|Banda Sea
525000500|SPIL FORTUNE|220150500|YBPE|37|-7.81992|135.655537|Arafura Sea
525000501|ASAHAN OCEAN|220150501|YBZO|60|-3.938918|118.822015|Makassar Strait
525000502|JAMPANG OCEAN|220150502|YBTX|70|-6.782029|104.65528|Sunda Strait
525000503|SENGGARANG STAR|220150503|YBFI|79|-7.529135|115.822166|Lombok Strait
525000504|SUNGAI VESSEL|220150504|YBPV|80|-9.148985|126.010182|Timor Sea
525000505|KUNDUR ENTERPRISE|220150505|YBMN|30|-2.435884|97.283445|Malacca Strait
525000506|SUMEDANG 358|220150506|YBMI|52|-4.908956|108.756249|Java Sea
525000507|RANTAU ENTERPRISE|220150507|YBFD|31|-2.76736|131.404264|Banda Sea
525000508|DEPOK WAVE|220150508|YBVF|32|-6.0168|136.726395|Arafura Sea
525000509|TASIKMALAYA 392|220150509|YBFS|36|-3.169356|119.327941|Makassar Strait
525000510|MAJALENGKA 943|220150510|YBGC|37|-5.730925|105.465139|Sunda Strait
525000511|BENGKALIS ATLANTIC|220150511|YBUP|60|-8.055929|115.002782|Lombok Strait
525000512|PADANG VESSEL|220150512|YBDU|70|-10.371841|124.369218|Timor Sea
525000513|SUMATRA FORTUNE|220150513|YBKJ|79|-0.513464|97.723375|Malacca Strait
525000514|PURWAKARTA 751|220150514|YBVX|80|-6.357156|109.79146|Java Sea
525000515|BOGOR EXPLORER|220150515|YBUR|30|-5.001138|125.339933|Banda Sea
525000516|BULANG 349|220150516|YBUL|52|-7.860968|139.250645|Arafura Sea
525000517|PADANG 051|220150517|YBAS|31|-1.784609|120.622336|Makassar Strait
525000518|CILEGON 192|220150518|YBTJ|32|-5.91438|106.208336|Sunda Strait
525000519|CIAMIS 365|220150519|YBIV|36|-8.067156|114.904491|Lombok Strait
525000520|PELABUHAN WAVE|220150520|YBWV|37|-9.830273|125.893505|Timor Sea
525000521|NATUNA ATLANTIC|220150521|YBCR|60|-3.36731|99.999527|Malacca Strait
525000522|CIREBON ENTERPRISE|220150522|YBHD|70|-2.952291|108.035528|Java Sea
525000523|SENGGARANG JAYA|220150523|YBWS|79|-3.381754|127.600624|Banda Sea
525000524|BENGKULU FREIGHT|220150524|YBUO|80|-6.095863|133.044791|Arafura Sea
525000525|SUBANG VICTORY|220150525|YBMN|30|-1.135399|118.0815|Makassar Strait
525000526|BENGKALIS TRADER|220150526|YBRT|52|-6.356042|105.829113|Sunda Strait
525000527|DOMPAK EXPLORER|220150527|YBIB|31|-8.999564|114.835831|Lombok Strait
525000528|BATAM FREIGHT|220150528|YBZA|32|-10.253431|127.919268|Timor Sea
525000529|BEKASI OCEAN|220150529|YBQI|36|0.761248|99.119662|Malacca Strait
525000530|SINGAPORE 822|220150530|YBHU|37|-6.308247|109.289219|Java Sea
525000531|BULANG VESSEL|220150531|YBYS|60|-4.95767|130.83551|Banda Sea
525000532|SERANG 186|220150532|YBRQ|70|-7.0911|135.688157|Arafura Sea
525000533|SELAT 405|220150533|YBZS|79|-1.21224|120.155381|Makassar Strait
525000534|ANAMBAS 889|220150534|YBNJ|80|-5.550977|105.369354|Sunda Strait
525000535|INDRAMAYU 029|220150535|YBYO|30|-8.805645|115.056815|Lombok Strait
525000536|INDRAMAYU FREIGHT|220150536|YBQR|52|-8.75922|125.551202|Timor Sea
525000537|SINGAPORE VICTORY|220150537|YBDC|31|1.005468|99.965742|Malacca Strait
525000538|CISOLOK PIONEER|220150538|YBNK|32|-5.337918|109.772466|Java Sea
525000539|BOGOR PIONEER|220150539|YBQN|36|-2.570402|129.701921|Banda Sea
525000540|PADANG OCEAN|220150540|YBFJ|37|-8.860537|136.126321|Arafura Sea
525000541|PELNI TRADER|220150541|YBQD|60|-3.248808|120.687944|Makassar Strait
525000542|BEKASI ENTERPRISE|220150542|YBIY|70|-5.939607|106.341353|Sunda Strait
525000543|LUBUK PRIDE|220150543|YBGX|79|-7.748588|114.863459|Lombok Strait
525000544|BULANG 649|220150544|YBEM|80|-8.153616|124.100492|Timor Sea
525000545|SELAT LINER|220150545|YBMM|30|-2.378335|101.588458|Malacca Strait
525000546|BENGKULU 628|220150546|YBQE|52|-3.568157|107.895093|Java Sea
525000547|LUBUK SPIRIT|220150547|YBBB|31|-4.770694|125.69577|Banda Sea
525000548|PANDEGLANG ENTERPRISE|220150548|YBKK|32|-6.06892|136.393611|Arafura Sea
525000549|TASIKMALAYA 238|220150549|YBWC|36|-3.405801|120.088732|Makassar Strait
525000550|KALIPUCANG 868|220150550|YBGC|37|-6.515607|105.619939|Sunda Strait
525000551|KARIMUN EXPLORER|220150551|YBLO|60|-8.602297|115.923709|Lombok Strait
525000552|PULAU FREIGHT|220150552|YBWJ|70|-10.123603|125.80385|Timor Sea
525000553|PURWAKARTA 307|220150553|YBYR|79|1.076025|101.685791|Malacca Strait
525000554|MAJALENGKA PACIFIC|220150554|YBXB|80|-2.944391|111.143878|Java Sea
525000555|SIAK 139|220150555|YBLX|30|-4.778748|128.546734|Banda Sea
525000556|BAGAN WAVE|220150556|YBIK|52|-6.338356|139.316652|Arafura Sea
525000557|PEKANBARU FERRY|220150557|YBVR|31|-2.413442|120.037333|Makassar Strait
525000558|CIBALONG 322|220150558|YBWD|32|-5.951257|105.301496|Sunda Strait
525000559|KISARAN SPIRIT|220150559|YBHJ|36|-7.517821|115.653141|Lombok Strait
525000560|PAMEUNGPEUK 411|220150560|YBBE|37|-8.530735|125.14432|Timor Sea
525000561|PAMEUNGPEUK LINER|220150561|YBXL|60|-2.333364|97.794666|Malacca Strait
525000562|TELUK 471|220150562|YBZW|70|-5.832813|108.672242|Java Sea
525000563|SEKUPANG NAVIGATOR|220150563|YBCF|79|-3.124369|127.313502|Banda Sea
525000564|KARIMUN 360|220150564|YBOY|80|-7.028963|134.147927|Arafura Sea
525000565|PANGANDARAN NAVIGATOR|220150565|YBDK|30|-3.120426|120.701967|Makassar Strait
525000566|CIKIDANG 019|220150566|YBHX|52|-5.991306|104.807969|Sunda Strait
525000567|PADANG PRIDE|220150567|YBGR|31|-8.268688|116.152674|Lombok Strait
525000568|BENGKALIS 542|220150568|YBEC|32|-9.322748|124.58042|Timor Sea
525000569|TANGERANG FREIGHT|220150569|YBOQ|36|-3.006243|100.771981|Malacca Strait
525000570|KUNDUR FERRY|220150570|YBLT|37|-4.84626|107.570471|Java Sea
525000571|SINGKEP 869|220150571|YBFT|60|-5.142635|126.108309|Banda Sea
525000572|SUKABUMI SHIP|220150572|YBLZ|70|-7.817704|138.095399|Arafura Sea
525000573|MANONJAYA ENTERPRISE|220150573|YBJZ|79|-3.177055|117.244737|Makassar Strait
525000574|MENTAWAI PIONEER|220150574|YBDU|80|-5.613957|104.949336|Sunda Strait
525000575|PUNGGUR PIONEER|220150575|YBXC|30|-8.261306|115.259601|Lombok Strait
525000576|BELAWAN OCEAN|220150576|YBIC|52|-8.768661|123.347681|Timor Sea
525000577|SIAK SHIP|220150577|YBOQ|31|-0.783216|99.247479|Malacca Strait
525000578|BATU 141|220150578|YBZM|32|-4.372178|108.755655|Java Sea
525000579|SERANG SEJAHTERA|220150579|YBAL|36|-2.81617|126.195851|Banda Sea
525000580|KISARAN WAVE|220150580|YBUB|37|-8.438542|135.559575|Arafura Sea
525000581|RANTAU FERRY|220150581|YBHV|60|-2.120527|120.983955|Makassar Strait
525000582|SAMUDERA SPIRIT|220150582|YBGR|70|-5.813865|105.750211|Sunda Strait
525000583|RIAU MARITIME|220150583|YBEE|79|-7.89763|114.786015|Lombok Strait
525000584|CIREBON 011|220150584|YBCL|80|-10.453029|125.332929|Timor Sea
525000585|PULAU OCEAN|220150585|YBAB|30|-1.915472|100.114132|Malacca Strait
525000586|CIJULANG SHIP|220150586|YBEO|52|-5.660289|113.105296|Java Sea
525000587|JAMPANG VICTORY|220150587|YBFG|31|-5.118724|125.588769|Banda Sea
525000588|PANGKALAN SPIRIT|220150588|YBUZ|32|-6.07162|133.320286|Arafura Sea
525000589|PURWAKARTA VESSEL|220150589|YBAP|36|-1.318329|117.614951|Makassar Strait
525000590|KEPULAUAN NAVIGATOR|220150590|YBBT|37|-6.022173|105.944161|Sunda Strait
525000591|BOGOR PRIDE|220150591|YBJE|60|-8.692418|115.108828|Lombok Strait
525000592|MORO 708|220150592|YBRD|70|-8.691371|124.887174|Timor Sea
525000593|LUBUK CARRIER|220150593|YBMJ|79|0.82589|98.120068|Malacca Strait
525000594|BINTAN LINE|220150594|YBWW|80|-4.622792|108.097917|Java Sea
525000595|RANTAU PRIDE|220150595|YBGP|30|-2.5631|126.568953|Banda Sea
525000596|SAMUDERA SEJAHTERA|220150596|YBJC|52|-8.576871|137.229825|Arafura Sea
525000597|MAJALENGKA 674|220150597|YBSK|31|-2.229851|118.644763|Makassar Strait
525000598|MAJALENGKA 252|220150598|YBPJ|32|-6.721941|104.601221|Sunda Strait
525000599|RUPAT MARINE|220150599|YBUQ|36|-7.71843|114.256126|Lombok Strait
525000600|TASIKMALAYA MAKMUR|220150600|YBQU|37|-10.324874|123.752195|Timor Sea
525000601|LINGGA MERCHANT|220150601|YBNQ|60|-2.632674|98.030425|Malacca Strait
525000602|PAMEUNGPEUK TRADER|220150602|YBJL|70|-5.359327|108.222671|Java Sea
525000603|BENGKULU 736|220150603|YBGD|79|-5.361274|129.455041|Banda Sea
525000604|TANTO PACIFIC|220150604|YBTY|80|-7.628183|139.57265|Arafura Sea
525000605|INDRAMAYU ENTERPRISE|220150605|YBRC|30|-2.180911|119.403101|Makassar Strait
525000606|PANGANDARAN JAYA|220150606|YBKF|52|-5.771541|104.589905|Sunda Strait
525000607|BELAWAN 244|220150607|YBPV|31|-7.906361|115.634583|Lombok Strait
525000608|CIKIDANG ENTERPRISE|220150608|YBQO|32|-8.772656|123.219787|Timor Sea
525000609|PULAU MARITIME|220150609|YBPK|36|-3.429532|99.581611|Malacca Strait
525000610|PALABUHAN ENTERPRISE|220150610|YBOA|37|-2.645066|109.777356|Java Sea
525000611|PEKANBARU PACIFIC|220150611|YBHA|60|-2.681173|130.784144|Banda Sea
525000612|PULAU 281|220150612|YBWP|70|-9.347342|135.629257|Arafura Sea
525000613|BATAM CARGO|220150613|YBFB|79|-2.047933|118.41765|Makassar Strait
525000614|GARUT MARINE|220150614|YBQJ|80|-6.33005|105.014683|Sunda Strait
525000615|PADANG TANKER|220150615|YBGP|30|-7.673118|115.989088|Lombok Strait
525000616|SUNGAI TANKER|220150616|YBPI|52|-8.753308|127.570923|Timor Sea
525000617|BATU HARMONY|220150617|YBQY|31|-2.925974|97.619427|Malacca Strait
525000618|SAMUDERA VICTORY|220150618|YBPL|32|-3.46231|110.019039|Java Sea
525000619|BOGOR 121|220150619|YBHC|36|-5.148894|125.416591|Banda Sea
525000620|CIBALONG 060|220150620|YBTU|37|-7.849672|132.509227|Arafura Sea
525000621|DUMAI FORTUNE|220150621|YBBC|60|-2.711786|118.054687|Makassar Strait
525000622|MENTAWAI SEJAHTERA|220150622|YBMJ|70|-5.626537|105.692328|Sunda Strait
525000623|KUNINGAN 373|220150623|YBCP|79|-8.258471|116.477836|Lombok Strait
